screen_share_duration,banking_app_opened,new_beneficiary,transaction_amount,app_switch_count,session_duration,time_between_events,known_assistant,first_time_assistance,transaction_velocity,navigation_back_count,authentication_event,assistance_history,label,label_name
0.0,1,0,23530.45,7,255.6,2.44,1,0,1.2,4,1,0,1,SUSPICIOUS
414.0,1,1,28098.47,17,505.6,0.75,0,1,4.21,13,1,0,2,COACHED_SCAM
0.0,1,0,802.61,4,305.8,3.8,0,0,0.07,1,1,0,0,LEGITIMATE
0.0,1,1,1065.4,1,121.9,3.67,0,0,0.11,1,1,2,0,LEGITIMATE
0.0,1,0,1640.66,1,209.4,4.82,0,0,0.2,0,1,0,0,LEGITIMATE
0.0,1,0,805.57,1,219.2,4.21,0,0,0.43,1,1,0,0,LEGITIMATE
468.5,1,0,22528.38,1,555.6,5.61,1,0,0.14,1,1,2,0,LEGITIMATE
178.8,1,1,13321.0,6,263.8,4.77,1,0,0.69,1,1,8,0,LEGITIMATE
463.3,1,1,516.23,11,485.6,1.87,0,1,2.57,6,1,0,2,COACHED_SCAM
240.4,1,0,1883.18,3,308.6,4.07,0,1,0.33,1,1,0,1,SUSPICIOUS
224.2,1,0,53805.67,4,323.5,3.8,1,0,0.49,0,1,1,0,LEGITIMATE
0.0,1,0,1827.58,0,123.3,3.16,0,0,0.19,1,1,0,0,LEGITIMATE
169.5,1,0,837.79,6,257.0,2.7,0,1,0.71,1,1,0,1,SUSPICIOUS
0.0,1,0,1175.14,1,170.3,4.17,0,0,0.44,0,1,0,0,LEGITIMATE
211.0,1,0,2503.73,0,233.8,7.03,1,0,0.72,2,0,6,0,LEGITIMATE
0.0,1,0,3141.33,2,69.8,5.19,0,0,0.23,1,1,0,0,LEGITIMATE
0.0,1,0,2779.07,4,142.5,3.55,0,0,0.21,1,1,0,0,LEGITIMATE
41.1,1,0,25677.48,10,117.1,4.08,0,1,0.87,2,0,0,1,SUSPICIOUS
0.0,1,1,43305.4,5,161.4,1.68,1,0,1.83,8,1,1,1,SUSPICIOUS
163.0,1,0,3883.7,0,323.6,3.08,0,1,0.77,1,1,0,1,SUSPICIOUS
412.4,1,1,53062.83,15,525.3,1.61,0,1,3.71,8,1,0,2,COACHED_SCAM
554.0,1,1,114877.98,14,695.0,1.31,0,1,3.3,10,1,0,2,COACHED_SCAM
117.5,1,0,701.31,3,168.5,4.38,0,1,0.84,6,1,0,1,SUSPICIOUS
149.9,1,0,10453.1,8,394.2,2.39,0,1,1.15,7,1,0,1,SUSPICIOUS
0.0,1,0,388.49,2,239.4,5.54,0,0,0.06,2,1,2,0,LEGITIMATE
0.0,1,0,1275.94,0,159.2,3.5,0,0,0.08,2,1,0,0,LEGITIMATE
166.9,1,0,3688.97,3,281.0,2.59,0,1,0.73,2,0,0,1,SUSPICIOUS
163.4,1,1,40972.05,4,180.0,6.02,1,0,0.2,1,1,3,0,LEGITIMATE
0.0,1,0,1376.95,0,274.5,4.91,0,0,0.14,1,1,2,0,LEGITIMATE
0.0,1,0,540.32,2,151.7,5.27,0,0,0.05,0,1,2,0,LEGITIMATE
209.7,1,1,2337.17,3,377.7,5.6,1,0,0.21,4,1,7,0,LEGITIMATE
0.0,1,0,2128.24,0,144.5,3.34,0,0,0.51,1,1,0,0,LEGITIMATE
296.9,0,0,4493.13,7,335.6,4.98,0,1,0.63,1,1,0,1,SUSPICIOUS
0.0,1,0,23503.55,2,262.9,2.2,0,0,2.63,4,1,0,1,SUSPICIOUS
126.8,1,0,7017.56,5,252.8,2.58,0,1,0.94,1,1,0,1,SUSPICIOUS
0.0,1,0,2875.52,1,289.0,2.59,0,0,0.2,0,1,0,0,LEGITIMATE
461.8,1,1,187032.85,8,590.0,2.45,0,0,4.32,7,1,0,2,COACHED_SCAM
112.5,1,0,19615.78,3,154.9,4.37,0,1,1.56,4,1,0,1,SUSPICIOUS
198.4,1,0,16560.93,3,251.8,3.54,1,1,0.56,1,1,0,0,LEGITIMATE
93.4,1,0,1743.27,3,170.6,4.63,0,1,0.89,0,1,0,1,SUSPICIOUS
212.3,1,1,9028.34,15,221.6,2.25,0,1,3.94,9,1,0,2,COACHED_SCAM
566.7,1,1,17224.44,10,589.1,1.99,0,1,4.0,8,1,0,2,COACHED_SCAM
0.0,1,0,1387.61,3,132.4,2.17,0,0,0.2,3,1,0,0,LEGITIMATE
342.2,1,0,11659.8,3,469.1,5.14,1,1,0.12,2,1,0,0,LEGITIMATE
207.2,1,0,4092.7,8,380.8,3.94,0,1,0.57,1,1,0,1,SUSPICIOUS
0.0,1,0,2107.69,1,362.7,2.67,0,0,0.17,0,1,0,0,LEGITIMATE
0.0,1,0,84547.34,0,146.6,4.85,0,0,0.12,1,1,0,0,LEGITIMATE
0.0,1,1,997.78,1,78.5,3.76,0,0,0.44,2,1,0,0,LEGITIMATE
367.6,1,1,11794.26,13,504.7,1.25,0,0,2.97,11,1,0,2,COACHED_SCAM
0.0,1,1,1782.82,2,200.0,3.77,0,0,0.17,0,1,0,0,LEGITIMATE
444.1,1,0,11540.43,4,879.4,4.94,1,1,0.31,1,1,0,0,LEGITIMATE
217.0,1,0,9290.74,4,230.9,3.42,1,0,0.47,1,1,14,0,LEGITIMATE
0.0,1,0,2738.78,1,159.4,3.85,0,0,0.16,0,1,0,0,LEGITIMATE
0.0,1,0,702.1,1,438.9,5.78,0,0,0.36,2,1,0,0,LEGITIMATE
246.8,1,1,17204.72,1,405.0,2.77,1,0,0.12,0,1,6,0,LEGITIMATE
0.0,1,0,3150.08,1,324.1,3.65,0,0,0.36,0,1,0,0,LEGITIMATE
0.0,1,0,1559.77,3,263.3,1.34,0,0,0.37,0,1,0,0,LEGITIMATE
0.0,1,1,32926.97,6,649.0,1.98,0,1,1.62,6,1,0,1,SUSPICIOUS
0.0,1,0,202613.41,2,247.8,2.34,0,0,0.38,0,1,2,0,LEGITIMATE
0.0,1,0,158733.58,2,88.8,4.11,0,0,0.05,0,1,0,0,LEGITIMATE
264.4,1,1,115651.38,13,344.8,1.46,0,1,2.7,10,0,0,2,COACHED_SCAM
0.0,0,0,2558.8,2,143.6,5.58,0,0,0.3,0,1,0,0,LEGITIMATE
0.0,1,0,1431.15,0,126.7,2.39,0,0,0.1,1,1,1,0,LEGITIMATE
0.0,1,0,75546.61,3,140.6,2.17,0,0,1.56,6,1,0,1,SUSPICIOUS
170.8,1,1,351246.61,9,224.5,2.61,0,0,3.82,8,1,0,2,COACHED_SCAM
312.4,1,0,65726.21,3,358.8,1.8,1,0,0.35,0,1,8,0,LEGITIMATE
376.8,1,0,3968.56,1,609.4,4.91,1,0,0.34,1,1,9,0,LEGITIMATE
0.0,1,0,89992.13,0,116.1,4.19,0,0,0.42,0,1,0,0,LEGITIMATE
0.0,1,0,7308.45,5,783.5,7.95,0,0,0.08,2,1,0,0,LEGITIMATE
0.0,1,0,1040.86,2,103.9,4.24,0,0,0.34,0,1,0,0,LEGITIMATE
277.7,1,0,4530.73,1,329.1,2.85,0,1,0.43,2,1,0,1,SUSPICIOUS
408.2,1,0,5830.43,12,424.8,1.66,0,1,3.72,8,1,0,2,COACHED_SCAM
0.0,1,1,74334.41,5,166.0,1.58,0,0,2.92,2,1,0,1,SUSPICIOUS
120.5,1,0,320.04,2,208.5,2.96,0,1,0.4,1,1,0,1,SUSPICIOUS
0.0,1,1,9183.14,3,232.3,2.04,0,1,1.95,8,0,1,2,COACHED_SCAM
0.0,1,0,3096.07,2,210.7,4.71,0,0,0.33,1,1,0,0,LEGITIMATE
242.1,1,1,129904.29,11,292.5,2.06,0,1,3.4,6,1,0,2,COACHED_SCAM
0.0,1,0,3073.26,0,192.0,4.67,0,0,0.37,1,1,0,0,LEGITIMATE
0.0,1,0,2256.87,4,338.9,5.48,0,0,0.13,1,1,0,0,LEGITIMATE
442.7,1,1,19981.14,19,518.5,1.08,0,1,1.82,11,1,0,2,COACHED_SCAM
0.0,1,0,1178.11,3,186.1,4.48,0,0,0.16,2,1,0,0,LEGITIMATE
281.2,1,1,187837.3,15,344.2,2.99,0,1,3.39,10,1,0,2,COACHED_SCAM
290.0,1,0,4610.5,1,376.7,3.73,1,0,0.35,3,1,5,0,LEGITIMATE
990.7,1,1,420218.39,7,1242.0,1.67,0,0,2.72,8,1,0,2,COACHED_SCAM
384.2,1,1,148677.97,17,408.8,1.31,0,1,4.26,9,1,0,2,COACHED_SCAM
0.0,1,0,6566.58,2,66.3,4.75,0,0,0.43,1,1,1,0,LEGITIMATE
0.0,1,0,3006.9,1,122.6,3.55,0,0,0.11,2,1,0,0,LEGITIMATE
0.0,1,0,1220.68,0,76.1,3.29,0,0,0.08,0,1,1,0,LEGITIMATE
0.0,1,0,7868.49,2,152.6,4.67,0,0,0.67,0,1,0,0,LEGITIMATE
0.0,1,0,104477.7,0,219.7,2.78,0,0,0.2,0,1,0,0,LEGITIMATE
350.7,1,1,22969.23,16,510.1,2.22,0,1,3.15,7,1,0,2,COACHED_SCAM
0.0,1,1,1041.76,1,211.5,2.3,0,0,0.06,0,1,0,0,LEGITIMATE
0.0,1,0,1417.41,0,254.8,4.26,0,0,1.36,1,1,1,0,LEGITIMATE
0.0,1,0,1152.39,1,371.9,5.12,0,0,0.51,2,1,0,0,LEGITIMATE
337.3,1,0,1826.4,0,365.3,3.82,1,0,0.26,1,1,13,0,LEGITIMATE
397.2,1,1,439518.41,13,411.8,1.83,0,1,4.2,6,1,0,2,COACHED_SCAM
269.5,1,1,407724.51,15,378.2,1.85,0,1,3.02,9,1,0,2,COACHED_SCAM
292.5,1,0,796.65,13,436.9,2.59,0,1,3.3,8,1,0,2,COACHED_SCAM
0.0,1,0,3402.49,4,317.8,5.83,0,0,0.1,1,1,0,1,SUSPICIOUS
187.1,0,0,289.47,4,228.3,4.11,0,1,0.83,3,1,0,1,SUSPICIOUS
0.0,1,0,5145.66,1,214.3,3.48,0,0,0.43,0,1,0,0,LEGITIMATE
0.0,1,0,157622.97,1,282.4,3.01,0,0,0.68,1,1,0,0,LEGITIMATE
192.4,1,1,310838.18,10,295.3,3.25,0,1,3.64,10,1,0,2,COACHED_SCAM
205.0,1,0,15575.77,6,243.6,5.45,1,0,0.3,2,0,4,0,LEGITIMATE
259.9,1,1,288.86,11,339.5,2.57,0,1,4.1,14,1,0,1,SUSPICIOUS
0.0,1,1,24668.97,5,220.0,1.52,0,0,3.03,2,1,0,1,SUSPICIOUS
431.1,1,0,1882.94,1,503.5,8.66,1,0,0.42,2,1,7,0,LEGITIMATE
0.0,1,0,2978.63,1,127.1,4.57,0,0,0.24,1,1,0,0,LEGITIMATE
116.1,1,1,5752.99,4,352.3,4.34,0,1,1.44,0,1,0,1,SUSPICIOUS
350.0,1,1,216834.0,12,398.5,2.21,0,1,1.85,8,0,0,2,COACHED_SCAM
294.5,1,1,80471.18,20,300.6,1.66,0,1,3.67,8,1,0,2,COACHED_SCAM
172.5,1,1,19341.46,1,481.2,2.05,0,1,1.31,2,1,0,1,SUSPICIOUS
0.0,1,0,7297.32,0,218.1,3.19,0,0,0.14,1,0,0,0,LEGITIMATE
0.0,1,0,2379.45,0,131.0,4.61,0,0,0.89,1,1,0,0,LEGITIMATE
176.7,1,0,16178.14,3,320.7,3.28,0,1,0.65,1,1,0,2,COACHED_SCAM
186.5,1,1,376617.24,10,277.1,1.51,0,1,4.33,6,1,0,2,COACHED_SCAM
0.0,1,1,48803.06,6,367.0,1.46,0,0,2.22,6,1,0,1,SUSPICIOUS
505.8,1,1,3786.41,15,621.5,2.81,0,1,4.14,8,1,0,1,SUSPICIOUS
0.0,1,0,1161.02,1,405.1,3.39,0,0,0.11,0,1,0,0,LEGITIMATE
0.0,1,0,57725.61,2,193.0,4.12,0,0,0.39,1,1,0,1,SUSPICIOUS
0.0,1,1,1980.02,4,196.6,2.39,0,0,0.11,1,0,2,0,LEGITIMATE
0.0,1,1,1653.62,2,151.6,1.2,0,0,0.34,3,1,0,0,LEGITIMATE
0.0,1,0,1174.57,0,245.1,4.01,0,0,0.15,1,1,0,0,LEGITIMATE
197.5,1,0,19598.92,4,363.9,5.04,1,0,0.34,4,1,5,0,LEGITIMATE
79.1,1,0,24411.55,8,196.9,3.37,1,0,1.39,10,1,0,1,SUSPICIOUS
0.0,1,1,3135.76,2,186.6,5.41,0,0,0.1,2,1,0,0,LEGITIMATE
451.1,1,1,34897.78,13,573.0,1.93,0,1,2.19,7,1,0,2,COACHED_SCAM
303.5,1,1,7497.65,9,458.8,0.74,0,1,3.38,9,1,0,2,COACHED_SCAM
326.0,1,1,267210.49,10,403.7,0.98,0,1,1.58,9,1,0,2,COACHED_SCAM
151.9,1,0,13977.16,1,258.6,2.95,1,0,0.44,1,1,10,0,LEGITIMATE
0.0,1,0,322.08,0,186.0,2.63,0,0,0.11,1,1,0,0,LEGITIMATE
322.0,1,1,13878.56,12,488.2,1.86,0,1,3.52,8,0,0,2,COACHED_SCAM
318.8,1,1,469013.41,10,433.7,4.21,0,1,2.83,14,0,0,2,COACHED_SCAM
770.7,1,0,71734.24,4,1010.8,6.07,1,0,0.73,4,1,12,0,LEGITIMATE
301.3,1,1,271895.02,14,361.9,2.25,0,1,4.31,9,1,0,2,COACHED_SCAM
0.0,1,0,381.07,1,167.8,1.2,0,0,0.16,1,1,0,0,LEGITIMATE
312.1,1,0,164674.85,11,411.4,2.42,0,1,2.15,12,1,0,2,COACHED_SCAM
402.5,1,1,405172.24,15,473.3,2.0,1,0,4.17,6,1,0,2,COACHED_SCAM
214.1,1,1,16580.98,11,303.9,1.58,0,1,4.48,10,1,0,2,COACHED_SCAM
195.9,1,1,27967.59,15,205.9,2.39,0,1,1.49,6,1,0,2,COACHED_SCAM
0.0,1,0,2595.58,0,107.6,2.32,0,0,0.09,1,1,1,0,LEGITIMATE
0.0,1,0,5305.13,5,480.1,5.48,0,0,0.23,2,1,0,0,LEGITIMATE
175.5,1,0,11019.35,2,502.7,9.4,1,0,0.2,2,1,2,0,LEGITIMATE
781.3,1,1,94998.34,13,852.0,1.48,0,0,2.89,4,1,0,2,COACHED_SCAM
0.0,1,0,2281.78,2,626.9,6.13,0,0,0.3,2,1,0,0,LEGITIMATE
522.2,1,1,19550.61,15,724.4,2.2,0,1,3.24,16,1,0,2,COACHED_SCAM
0.0,1,0,2888.75,1,108.2,3.23,0,0,0.09,0,1,1,0,LEGITIMATE
0.0,1,1,17233.88,4,168.0,1.98,0,0,1.1,7,1,0,1,SUSPICIOUS
616.6,1,1,64345.75,13,760.5,3.63,0,1,2.5,6,1,0,2,COACHED_SCAM
345.5,1,1,180713.02,10,485.2,1.69,0,1,1.9,6,1,0,2,COACHED_SCAM
311.3,1,1,21329.26,14,434.1,3.66,0,1,4.38,7,1,0,2,COACHED_SCAM
0.0,1,0,36064.75,4,305.5,1.56,0,0,3.18,1,1,0,1,SUSPICIOUS
129.3,1,0,3734.69,5,188.9,3.68,0,1,0.88,1,1,0,1,SUSPICIOUS
0.0,1,0,67794.51,4,523.9,2.41,0,0,2.79,3,1,0,1,SUSPICIOUS
219.1,1,1,13081.52,13,303.9,1.73,0,1,3.11,11,1,0,2,COACHED_SCAM
156.4,1,0,4506.17,3,309.6,4.53,0,1,0.77,1,1,0,1,SUSPICIOUS
0.0,1,0,2330.11,2,221.5,4.67,0,0,0.28,0,1,0,0,LEGITIMATE
0.0,1,0,2215.57,2,74.2,3.78,0,0,0.39,0,1,0,0,LEGITIMATE
0.0,1,1,5874.76,3,172.7,4.33,0,0,0.49,0,1,0,0,LEGITIMATE
184.5,1,1,60093.57,17,207.9,2.6,0,0,4.09,8,1,0,2,COACHED_SCAM
175.4,1,1,546.44,9,242.5,1.41,0,0,2.47,11,1,0,2,COACHED_SCAM
0.0,1,0,1548.02,3,176.1,3.33,0,0,0.26,1,1,0,0,LEGITIMATE
70.9,1,1,34778.38,4,165.0,2.38,0,1,1.69,3,1,0,1,SUSPICIOUS
317.7,1,1,475018.64,11,412.2,2.13,0,1,2.15,5,1,0,2,COACHED_SCAM
73.3,1,0,12475.39,7,180.7,2.51,0,1,1.04,5,0,0,1,SUSPICIOUS
166.4,1,0,10969.3,3,438.1,2.75,0,1,0.94,5,1,0,1,SUSPICIOUS
0.0,1,1,3430.92,1,588.3,4.2,0,0,0.21,3,1,0,0,LEGITIMATE
0.0,1,0,18408.43,0,127.6,4.24,0,0,0.18,1,1,0,0,LEGITIMATE
277.2,1,1,12441.65,0,550.3,7.28,1,0,0.3,4,0,5,0,LEGITIMATE
105.4,1,0,7071.6,1,286.6,3.94,0,1,1.25,1,1,0,1,SUSPICIOUS
217.5,1,1,77885.83,18,323.4,3.08,0,1,1.83,11,0,0,2,COACHED_SCAM
0.0,1,0,3216.03,1,117.3,3.7,0,0,0.11,0,1,2,0,LEGITIMATE
0.0,1,0,916.1,1,281.0,5.51,0,0,0.05,0,1,0,0,LEGITIMATE
0.0,1,0,2539.79,1,133.4,5.41,0,0,0.4,1,1,1,0,LEGITIMATE
179.3,0,0,280.46,1,308.5,4.44,0,1,0.25,3,1,0,1,SUSPICIOUS
241.7,1,1,5611.37,3,373.9,4.44,1,0,0.11,1,1,12,0,LEGITIMATE
0.0,1,1,93005.18,4,269.7,1.91,0,0,3.11,5,1,0,1,SUSPICIOUS
0.0,1,0,13112.36,0,875.4,7.62,0,0,0.3,1,1,0,0,LEGITIMATE
0.0,1,0,2018.83,0,136.4,4.18,0,0,0.78,1,1,0,0,LEGITIMATE
0.0,1,0,10108.05,0,279.1,4.38,0,0,0.32,1,1,0,0,LEGITIMATE
210.2,1,0,69534.39,15,262.4,1.93,0,1,2.48,14,1,0,2,COACHED_SCAM
261.8,1,0,13992.33,1,476.6,5.53,1,0,0.52,1,1,14,0,LEGITIMATE
195.5,1,1,183236.75,8,287.2,1.92,0,1,2.39,7,1,0,2,COACHED_SCAM
179.7,1,1,280251.19,13,198.3,1.59,0,1,4.34,6,1,0,2,COACHED_SCAM
0.0,1,0,3441.98,1,189.9,2.24,0,0,0.18,1,1,0,0,LEGITIMATE
159.3,1,0,18994.79,2,267.7,5.65,1,0,0.6,2,1,12,0,LEGITIMATE
0.0,1,1,1006.45,1,160.3,2.89,0,0,0.1,2,1,0,0,LEGITIMATE
117.4,1,1,34869.87,6,351.3,2.17,0,1,1.11,7,1,0,1,SUSPICIOUS
0.0,1,0,211303.63,0,384.2,3.8,0,0,0.76,0,1,0,0,LEGITIMATE
0.0,1,0,224277.24,3,324.0,3.89,0,0,0.17,0,1,0,0,LEGITIMATE
104.9,1,0,32484.21,4,182.1,2.83,0,1,1.72,4,1,0,1,SUSPICIOUS
0.0,1,0,2395.58,1,319.5,2.95,0,0,0.08,0,1,0,0,LEGITIMATE
316.4,1,1,130340.68,5,431.2,3.63,1,0,0.53,1,1,5,0,LEGITIMATE
0.0,1,1,828.02,2,149.5,3.13,0,0,0.39,0,1,0,0,LEGITIMATE
0.0,1,1,66404.37,5,392.2,2.39,0,0,1.6,1,1,0,1,SUSPICIOUS
0.0,1,0,1920.34,0,148.8,3.89,0,0,0.1,2,1,0,0,LEGITIMATE
155.3,0,0,2807.25,1,231.4,3.13,0,1,0.81,3,1,0,1,SUSPICIOUS
0.0,1,0,2116.9,0,83.8,2.99,0,0,0.07,2,1,0,0,LEGITIMATE
186.9,1,1,15264.28,6,284.7,1.86,0,1,4.19,8,1,0,2,COACHED_SCAM
0.0,1,0,1610.04,1,161.6,4.26,0,0,0.13,1,1,0,0,LEGITIMATE
0.0,1,1,3146.19,0,52.8,2.02,0,0,0.34,0,1,0,0,LEGITIMATE
491.9,1,0,17970.14,1,574.0,6.44,1,0,0.32,3,1,1,0,LEGITIMATE
220.4,0,0,3315.46,4,306.7,4.52,0,1,0.4,4,0,0,1,SUSPICIOUS
188.6,1,0,3862.86,4,308.4,4.96,0,1,0.33,3,1,0,1,SUSPICIOUS
0.0,1,0,1736.34,1,122.8,4.66,0,0,0.17,1,1,0,0,LEGITIMATE
0.0,1,1,926.99,1,193.8,4.88,0,0,0.44,0,1,0,0,LEGITIMATE
0.0,1,0,2507.86,0,229.8,4.13,0,0,0.39,1,1,1,0,LEGITIMATE
0.0,1,0,63964.37,3,249.7,1.81,0,0,1.67,4,1,0,1,SUSPICIOUS
0.0,1,0,3183.07,1,644.0,3.91,0,0,0.19,1,1,0,0,LEGITIMATE
0.0,1,0,6696.79,1,89.0,4.24,0,0,0.36,0,1,0,0,LEGITIMATE
87.3,1,0,19575.76,3,182.4,2.15,0,1,1.09,4,1,0,1,SUSPICIOUS
0.0,1,0,131.57,6,161.5,3.42,0,0,0.17,3,1,0,0,LEGITIMATE
0.0,1,1,86409.34,2,231.1,1.89,0,0,1.94,4,1,0,1,SUSPICIOUS
218.7,1,1,143705.59,12,312.9,1.82,0,1,3.97,6,1,0,2,COACHED_SCAM
0.0,1,1,41305.28,9,432.8,2.59,1,0,1.24,3,1,1,1,SUSPICIOUS
0.0,1,0,7716.32,0,232.8,4.78,0,0,0.17,3,1,0,0,LEGITIMATE
0.0,1,1,2007.09,1,92.3,2.76,0,0,0.19,0,1,0,0,LEGITIMATE
588.7,1,1,22726.57,8,738.3,0.89,0,1,4.42,7,1,0,2,COACHED_SCAM
83.1,1,0,5055.1,2,370.0,4.69,1,1,0.15,5,1,0,0,LEGITIMATE
333.6,1,0,4126.15,4,664.2,3.09,0,1,0.57,3,1,0,1,SUSPICIOUS
0.0,1,0,718.88,2,215.6,5.45,0,0,0.38,0,1,0,0,LEGITIMATE
166.1,1,0,1151.11,1,201.1,4.05,0,1,0.49,1,1,0,1,SUSPICIOUS
215.0,1,0,163605.06,5,292.1,4.53,1,0,0.52,0,1,7,1,SUSPICIOUS
0.0,1,0,9750.24,0,181.7,3.81,0,0,0.6,2,1,0,0,LEGITIMATE
344.0,1,1,85994.94,14,478.8,3.47,0,1,3.81,8,1,0,2,COACHED_SCAM
54.5,0,0,4060.72,2,87.9,3.98,0,1,0.78,1,1,0,1,SUSPICIOUS
364.4,1,0,12998.06,2,391.5,3.27,1,0,0.78,0,1,13,0,LEGITIMATE
215.3,1,1,293098.72,12,283.3,3.02,0,1,3.94,5,1,0,2,COACHED_SCAM
0.0,1,0,1170.68,2,136.1,3.41,0,0,0.18,1,1,0,0,LEGITIMATE
0.0,1,1,888.84,0,104.7,3.4,0,0,0.47,1,1,0,0,LEGITIMATE
294.9,1,0,163841.44,17,329.1,1.6,0,1,3.86,5,1,0,2,COACHED_SCAM
0.0,1,1,8012.58,4,659.5,5.99,0,0,0.13,1,1,0,0,LEGITIMATE
0.0,1,0,899.93,2,129.9,2.41,0,0,0.12,2,0,0,0,LEGITIMATE
319.2,1,1,336543.34,10,471.4,3.02,0,1,4.12,6,1,0,2,COACHED_SCAM
187.1,1,1,624.93,13,248.9,2.28,0,0,2.15,9,1,0,2,COACHED_SCAM
0.0,1,0,4667.41,3,436.5,6.97,0,0,0.22,3,1,0,0,LEGITIMATE
0.0,1,1,14500.48,4,440.4,7.59,0,0,0.38,5,1,0,0,LEGITIMATE
334.9,1,1,24397.49,1,472.9,4.08,1,1,0.28,2,1,0,0,LEGITIMATE
243.1,1,1,342038.78,13,321.6,1.59,0,1,1.47,9,1,0,2,COACHED_SCAM
0.0,1,1,1423.57,1,134.8,6.91,0,0,0.07,0,1,0,0,LEGITIMATE
253.7,1,0,4038.51,1,350.9,4.55,0,1,0.42,0,1,0,1,SUSPICIOUS
269.7,1,1,472.57,13,304.8,3.16,0,1,4.11,5,0,0,2,COACHED_SCAM
227.3,1,1,10060.82,12,299.8,1.49,0,1,1.55,11,1,0,2,COACHED_SCAM
395.7,1,1,286067.74,13,404.0,2.03,0,1,2.62,14,1,0,2,COACHED_SCAM
410.8,1,1,12028.78,2,589.3,5.65,1,0,0.22,6,1,3,0,LEGITIMATE
384.0,1,1,446190.06,17,447.8,2.65,0,1,2.96,5,1,0,2,COACHED_SCAM
0.0,1,1,4839.87,1,130.6,3.16,0,0,0.29,0,1,0,0,LEGITIMATE
0.0,1,0,1500.56,1,294.2,3.37,0,0,0.42,0,1,0,0,LEGITIMATE
304.7,1,1,144544.53,12,429.6,1.54,0,1,3.09,6,1,0,2,COACHED_SCAM
0.0,1,1,75611.49,5,508.8,1.76,0,0,2.11,5,1,0,1,SUSPICIOUS
0.0,1,1,2104.59,1,109.6,5.57,0,0,0.24,1,1,0,0,LEGITIMATE
0.0,1,0,1160.19,3,170.2,1.2,0,0,0.16,1,1,0,0,LEGITIMATE
0.0,1,1,193894.66,0,171.8,3.29,0,0,0.14,0,1,0,0,LEGITIMATE
0.0,1,0,1482.43,0,133.2,4.36,0,0,0.11,0,1,1,0,LEGITIMATE
0.0,1,0,4414.51,1,343.0,3.09,0,0,0.06,0,1,1,0,LEGITIMATE
0.0,1,1,984.9,2,176.0,2.99,0,0,0.42,1,1,0,0,LEGITIMATE
0.0,1,0,2744.88,5,74.6,3.91,0,0,0.15,0,1,0,0,LEGITIMATE
0.0,1,0,940.82,0,263.9,2.85,0,0,0.06,0,1,1,0,LEGITIMATE
117.2,1,0,17184.38,6,281.0,2.04,0,1,0.84,3,1,0,1,SUSPICIOUS
124.9,1,0,2093.46,2,284.9,4.0,0,1,1.39,1,1,0,1,SUSPICIOUS
0.0,1,1,3138.41,0,163.9,4.26,0,0,0.31,1,1,0,0,LEGITIMATE
0.0,1,0,3335.18,1,79.1,2.24,0,0,0.06,0,1,0,0,LEGITIMATE
0.0,1,0,1255.42,2,70.6,4.0,0,0,0.17,0,1,0,0,LEGITIMATE
423.2,1,1,369130.54,19,601.7,3.05,0,1,3.31,7,1,0,2,COACHED_SCAM
0.0,1,0,3347.98,0,92.8,4.92,0,0,0.16,0,1,0,0,LEGITIMATE
0.0,1,0,87317.94,9,296.7,2.29,0,0,2.06,4,1,0,1,SUSPICIOUS
119.5,1,0,4111.26,4,236.9,4.38,0,1,0.79,1,1,0,1,SUSPICIOUS
351.7,1,1,23601.3,12,412.8,3.52,0,1,1.95,6,1,0,2,COACHED_SCAM
446.4,1,1,285121.35,12,595.9,2.28,0,1,1.65,9,1,0,2,COACHED_SCAM
0.0,1,0,341.51,1,274.4,1.76,0,0,0.4,1,1,0,0,LEGITIMATE
0.0,1,0,2861.47,2,117.1,5.08,0,0,0.08,1,1,0,0,LEGITIMATE
0.0,1,1,73838.2,3,218.7,2.4,0,0,1.61,3,1,0,1,SUSPICIOUS
181.5,1,1,23996.66,3,223.3,4.74,1,0,0.37,2,1,1,0,LEGITIMATE
228.0,1,1,260746.42,10,313.0,2.19,0,1,3.95,5,1,0,2,COACHED_SCAM
214.7,1,0,2845.03,2,372.8,7.18,1,0,0.18,1,1,7,0,LEGITIMATE
0.0,1,0,26380.65,6,247.1,2.42,0,0,1.53,3,1,0,1,SUSPICIOUS
287.2,1,1,460838.76,10,330.9,2.36,0,1,2.93,10,1,0,2,COACHED_SCAM
230.3,1,1,17208.79,7,317.0,3.66,0,1,1.3,4,1,0,1,SUSPICIOUS
66.3,1,0,8133.76,5,96.9,3.09,0,1,0.83,4,0,0,1,SUSPICIOUS
0.0,1,1,21206.16,5,204.5,2.02,0,0,2.29,3,1,0,1,SUSPICIOUS
212.8,1,1,16564.8,13,297.3,1.23,0,1,2.1,8,1,0,2,COACHED_SCAM
0.0,1,0,1452.43,4,91.6,6.09,0,0,0.24,0,1,0,0,LEGITIMATE
149.4,1,0,3478.67,3,509.9,1.9,0,1,0.89,7,1,1,1,SUSPICIOUS
0.0,1,0,1418.23,1,290.7,4.6,0,0,0.75,0,1,0,0,LEGITIMATE
0.0,1,1,2831.14,1,193.9,1.67,0,0,0.14,0,1,0,0,LEGITIMATE
110.7,1,1,43443.27,3,209.9,2.69,1,0,1.44,4,1,1,1,SUSPICIOUS
293.5,1,1,330256.44,13,366.2,2.16,0,1,4.02,8,1,0,2,COACHED_SCAM
